Country Code,City,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
1,50,450,0,0,0,1,3.2,2,0,34
1,50,600,0,0,0,2,2.9,2,0,26
1,50,600,0,0,0,2,3.2,2,0,13
1,50,650,0,1,0,2,2.7,2,0,9
1,50,650,0,0,0,2,3.0,2,0,21
1,50,900,1,0,0,2,3.1,2,0,17
1,50,900,1,0,0,2,3.3,2,0,32
1,50,200,0,0,0,1,2.9,2,0,6
1,50,600,0,1,0,2,2.5,2,0,70
1,50,400,0,0,0,1,2.8,2,0,6
1,50,1000,1,0,0,3,3.0,2,0,5
1,50,150,0,0,0,1,3.5,5,2,32
1,50,200,0,0,0,1,3.5,5,2,64
1,50,600,0,0,0,2,0.0,4,3,3
1,50,350,0,0,0,1,0.0,4,3,2
1,50,500,0,0,0,2,0.0,4,3,3
1,50,400,0,1,0,1,0.0,4,3,3
1,50,700,0,0,0,2,0.0,4,3,2
1,50,400,0,0,0,1,0.0,4,3,3
1,50,1000,0,1,1,3,2.4,3,4,23
1,50,300,0,0,0,1,2.4,3,4,18
1,50,400,0,1,0,1,2.4,3,4,26
1,50,400,0,0,0,1,3.0,2,0,4
1,50,400,0,0,0,1,2.9,2,0,6
1,50,1000,1,0,0,3,2.9,2,0,5
1,50,500,0,0,0,2,2.8,2,0,10
1,50,500,0,0,0,2,3.0,2,0,4
1,50,350,0,0,0,1,3.2,2,0,12
1,50,650,0,1,0,2,2.9,2,0,4
1,50,450,0,1,0,1,3.3,2,0,14
1,50,300,0,0,0,1,2.9,2,0,4
1,50,350,0,0,0,1,2.7,2,0,36
1,50,500,0,0,0,2,3.5,5,2,28
1,50,600,0,1,0,2,3.4,2,0,256
1,50,400,0,0,0,1,0.0,4,3,0
1,50,300,0,0,0,1,0.0,4,3,0
1,50,250,0,0,0,1,0.0,4,3,0
1,50,350,0,0,0,1,0.0,4,3,0
1,50,450,0,0,0,1,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,1
1,50,400,0,0,0,1,0.0,4,3,2
1,50,250,0,0,0,1,0.0,4,3,0
1,50,300,0,0,0,1,0.0,4,3,1
1,50,500,0,0,0,2,0.0,4,3,1
1,50,500,0,0,0,2,0.0,4,3,0
1,50,100,0,0,0,1,0.0,4,3,2
1,50,550,0,0,0,2,0.0,4,3,2
1,50,400,0,0,0,1,0.0,4,3,0
1,50,700,0,0,0,2,3.3,2,0,32
1,50,600,0,0,0,2,3.2,2,0,8
1,50,400,0,1,0,1,2.7,2,0,15
1,50,400,0,1,0,1,3.5,5,2,40
1,50,150,0,0,0,1,0.0,4,3,0
1,50,150,0,0,0,1,0.0,4,3,0
1,50,800,0,1,0,2,0.0,4,3,3
1,50,300,0,0,0,1,0.0,4,3,2
1,50,300,0,1,0,1,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,0
1,50,200,0,0,0,1,0.0,4,3,0
1,50,450,0,0,0,1,0.0,4,3,0
1,50,300,0,0,0,1,0.0,4,3,2
1,50,250,0,0,0,1,0.0,4,3,0
1,50,600,0,1,0,2,3.4,2,0,17
1,50,1100,1,1,0,3,3.3,2,0,8
1,50,700,0,1,0,2,2.9,2,0,27
1,50,600,0,1,0,2,3.0,2,0,13
1,50,500,0,1,0,2,3.3,2,0,15
1,50,800,0,1,0,2,2.7,2,0,53
1,50,850,1,0,0,2,3.6,5,2,169
1,50,900,0,0,0,2,3.9,5,2,25
1,50,250,0,0,0,1,0.0,4,3,0
1,50,200,0,1,0,1,0.0,4,3,3
1,50,550,0,0,0,2,0.0,4,3,2
1,50,900,1,0,0,2,3.3,2,0,88
1,50,1800,1,0,0,3,3.3,2,0,563
1,50,800,0,1,0,2,3.4,2,0,1022
1,50,600,0,0,0,2,2.7,2,0,235
1,50,1400,1,1,0,3,3.3,2,0,586
1,50,1200,1,0,0,3,4.7,0,1,69
1,50,1500,1,0,0,3,4.8,0,1,245
1,50,1500,1,0,0,3,4.8,0,1,1478
1,50,2000,1,1,0,4,3.9,5,2,1365
1,50,1400,1,0,0,3,3.5,5,2,134
1,50,550,0,1,0,2,3.8,5,2,966
1,50,1500,1,1,0,3,3.5,5,2,429
1,50,700,0,0,0,2,3.6,5,2,146
1,50,500,0,0,0,2,3.7,5,2,241
1,50,1500,1,0,0,3,3.5,5,2,853
1,50,1600,1,0,0,3,3.6,5,2,254
1,50,1500,1,0,0,3,3.8,5,2,1317
1,50,500,0,1,0,2,3.5,5,2,187
1,50,1500,1,0,0,3,3.9,5,2,401
1,50,1500,1,1,0,3,3.6,5,2,302
1,50,1800,1,1,0,3,3.9,5,2,297
1,50,1200,1,0,0,3,3.9,5,2,280
1,50,700,0,0,0,2,3.7,5,2,269
1,50,1500,1,0,0,3,3.6,5,2,289
1,50,2000,1,0,0,4,3.9,5,2,96
1,50,1400,1,0,0,3,4.0,1,5,322
1,50,1600,1,0,0,3,4.4,1,5,391
1,50,2100,0,0,0,4,4.1,1,5,569
1,50,1500,0,0,0,3,4.1,1,5,105
1,50,1800,0,0,0,3,4.4,1,5,3569
1,50,400,0,0,0,1,4.1,1,5,208
1,50,2500,1,1,0,4,4.2,1,5,327
1,50,1200,1,1,0,3,4.0,1,5,226
1,50,1600,1,1,0,3,4.1,1,5,875
1,50,1500,1,0,0,3,4.2,1,5,1809
1,50,3300,0,0,0,4,4.3,1,5,56
1,50,1250,1,0,0,3,4.4,1,5,166
1,50,1200,1,0,0,3,4.4,1,5,146
1,50,650,0,1,0,2,3.8,5,2,99
1,50,1850,1,0,0,3,4.0,1,5,242
1,50,500,0,0,0,2,3.1,2,0,11
1,50,450,0,0,0,1,2.7,2,0,73
1,50,300,0,0,0,1,2.7,2,0,7
1,50,450,0,0,0,1,3.1,2,0,23
1,50,250,0,1,0,1,3.2,2,0,23
1,50,200,0,0,0,1,3.2,2,0,7
1,50,200,0,1,0,1,2.9,2,0,10
1,50,850,0,0,0,2,2.9,2,0,5
1,50,500,0,1,0,2,3.1,2,0,34
1,50,200,0,0,0,1,3.1,2,0,7
1,50,150,0,1,0,1,3.1,2,0,5
1,50,350,0,0,0,1,3.1,2,0,14
1,50,500,0,0,0,2,2.9,2,0,7
1,50,250,0,0,0,1,3.3,2,0,8
1,50,600,0,1,0,2,3.0,2,0,8
1,50,500,0,0,0,2,2.7,2,0,7
1,50,350,0,0,0,1,3.1,2,0,9
1,50,450,0,0,0,1,2.5,2,0,52
1,50,300,0,0,0,1,3.2,2,0,39
1,50,400,0,0,0,1,2.9,2,0,9
1,50,500,0,1,0,2,2.8,2,0,73
1,50,500,0,1,0,2,4.5,0,1,76
1,50,600,0,1,0,2,3.6,5,2,183
1,50,250,0,1,0,1,3.8,5,2,142
1,50,650,1,1,0,2,3.5,5,2,22
1,50,600,0,1,0,2,3.9,5,2,144
1,50,500,0,1,0,2,3.5,5,2,486
1,50,400,0,1,0,1,3.9,5,2,104
1,50,400,0,1,0,1,3.5,5,2,136
1,50,350,0,0,0,1,0.0,4,3,3
1,50,300,0,0,0,1,0.0,4,3,1
1,50,600,0,0,0,2,0.0,4,3,0
1,50,350,0,1,0,1,2.4,3,4,13
1,50,800,1,1,0,2,4.0,1,5,530
1,50,150,0,0,0,1,3.0,2,0,5
1,50,500,0,0,0,2,0.0,4,3,0
1,50,900,0,0,0,2,0.0,4,3,0
1,50,150,0,0,0,1,0.0,4,3,3
1,50,300,0,0,0,1,0.0,4,3,0
1,50,200,0,0,0,1,0.0,4,3,0
1,50,700,0,0,0,2,0.0,4,3,0
1,50,600,0,0,0,2,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,2
1,50,200,0,0,0,1,0.0,4,3,1
1,50,350,0,0,0,1,0.0,4,3,0
1,50,200,0,0,0,1,0.0,4,3,0
1,50,500,0,0,0,2,0.0,4,3,0
1,50,200,0,0,0,1,0.0,4,3,0
1,50,600,0,1,0,2,3.0,2,0,174
1,50,600,0,1,0,2,3.2,2,0,11
1,50,400,0,0,0,1,4.1,1,5,176
1,50,550,0,1,0,2,3.4,2,0,64
1,50,600,0,1,0,2,3.2,2,0,41
1,50,500,0,1,0,2,3.2,2,0,24
1,50,200,0,0,0,1,3.2,2,0,10
1,50,500,0,0,0,2,3.2,2,0,18
1,50,600,0,1,0,2,3.3,2,0,59
1,50,250,0,0,0,1,2.9,2,0,28
1,50,600,0,0,0,2,3.3,2,0,74
1,50,500,0,1,0,2,2.8,2,0,14
1,50,300,0,1,0,1,3.2,2,0,50
1,50,700,0,0,0,2,3.1,2,0,11
1,50,200,0,0,0,1,3.2,2,0,10
1,50,500,0,1,0,2,3.2,2,0,88
1,50,650,0,1,0,2,3.7,5,2,427
1,50,350,0,0,0,1,0.0,4,3,3
1,50,300,0,0,0,1,0.0,4,3,1
1,50,250,0,0,0,1,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,1
1,50,200,0,0,0,1,0.0,4,3,0
1,50,150,0,0,0,1,0.0,4,3,1
1,50,250,0,0,0,1,0.0,4,3,0
1,50,350,0,0,0,1,0.0,4,3,0
1,50,700,0,1,0,2,2.4,3,4,92
1,50,300,0,0,0,1,2.8,2,0,16
1,50,800,0,0,0,2,3.3,2,0,17
1,50,400,0,0,0,1,0.0,4,3,3
1,50,350,0,0,0,1,0.0,4,3,0
1,50,1600,1,1,0,3,3.9,5,2,233
1,50,500,0,1,0,2,2.4,3,4,20
1,50,600,0,0,0,2,3.2,2,0,6
1,50,300,0,1,0,1,3.0,2,0,6
1,50,120,0,0,0,1,3.1,2,0,6
1,50,400,0,1,0,1,3.3,2,0,15
1,50,600,0,1,0,2,3.1,2,0,4
1,50,100,0,0,0,1,3.0,2,0,4
1,50,600,0,0,0,2,2.7,2,0,20
1,50,600,0,0,0,2,3.0,2,0,18
1,50,600,0,1,0,2,3.2,2,0,18
1,50,300,0,0,0,1,3.0,2,0,6
1,50,300,0,0,0,1,3.2,2,0,7
1,50,300,0,0,0,1,3.3,2,0,14
1,50,500,0,0,0,2,3.2,2,0,48
1,50,700,0,1,0,2,3.1,2,0,9
1,50,600,0,0,0,2,2.9,2,0,5
1,50,500,0,0,0,2,3.0,2,0,33
1,50,200,0,0,0,1,3.0,2,0,4
1,50,650,0,1,0,2,3.1,2,0,37
1,50,600,0,1,0,2,2.6,2,0,17
1,50,750,1,0,0,2,2.9,2,0,8
1,50,500,0,1,1,2,2.8,2,0,5
1,50,150,0,0,0,1,3.0,2,0,6
1,50,500,0,0,0,2,3.6,5,2,47
1,50,400,0,0,0,1,3.8,5,2,46
1,50,350,0,1,0,1,3.9,5,2,37
1,50,800,0,1,0,2,3.5,5,2,46
1,50,100,0,0,0,1,0.0,4,3,0
1,50,650,0,0,0,2,0.0,4,3,0
1,50,300,0,0,0,1,0.0,4,3,1
1,50,350,0,0,0,1,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,1
1,50,600,0,0,0,2,0.0,4,3,1
1,50,600,0,0,0,2,0.0,4,3,1
1,50,350,0,0,0,1,0.0,4,3,0
1,50,100,0,0,0,1,0.0,4,3,0
1,50,200,0,0,0,1,0.0,4,3,0
1,50,150,0,0,0,1,0.0,4,3,0
1,50,500,0,0,0,2,0.0,4,3,0
1,50,300,0,0,0,1,0.0,4,3,3
1,50,150,0,0,0,1,0.0,4,3,0
1,50,150,0,0,0,1,0.0,4,3,2
1,50,500,0,0,0,2,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,0
1,50,800,0,0,0,2,2.2,3,4,66
1,50,400,0,1,0,1,2.2,3,4,46
1,50,650,0,0,0,2,2.4,3,4,52
1,50,300,0,1,1,1,3.2,2,0,12
1,50,600,0,1,0,2,2.8,2,0,106
1,50,500,0,0,0,2,3.3,2,0,22
1,50,300,0,0,0,1,3.4,2,0,94
1,50,600,0,1,0,2,2.6,2,0,16
1,50,200,0,1,0,1,2.8,2,0,11
1,50,350,0,0,0,1,3.2,2,0,16
1,50,450,0,1,0,1,3.2,2,0,32
1,50,200,0,0,0,1,3.1,2,0,27
1,50,550,0,1,0,2,3.7,5,2,45
1,50,800,0,1,0,2,3.5,5,2,148
1,50,150,0,0,0,1,3.6,5,2,20
1,50,350,0,1,0,1,3.2,2,0,13
1,50,200,0,0,0,1,2.8,2,0,7
1,50,250,0,0,0,1,0.0,4,3,3
1,50,250,0,0,0,1,3.4,2,0,37
1,50,700,0,1,0,2,3.3,2,0,64
1,50,100,0,0,0,1,3.2,2,0,16
1,50,450,0,0,0,1,2.7,2,0,28
1,50,200,0,0,0,1,3.6,5,2,28
1,50,650,0,0,0,2,4.0,1,5,398
1,50,300,0,0,0,1,0.0,4,3,0
1,50,200,0,1,0,1,0.0,4,3,0
1,50,300,0,0,0,1,0.0,4,3,0
1,50,500,0,1,0,2,3.4,2,0,190
1,50,1000,0,1,1,3,2.5,2,0,65
1,50,400,0,1,0,1,3.3,2,0,39
1,50,200,0,1,0,1,3.4,2,0,20
1,50,500,0,0,0,2,3.3,2,0,17
1,50,400,0,1,0,1,3.2,2,0,21
1,50,550,0,1,0,2,3.3,2,0,175
1,50,600,0,1,0,2,3.4,2,0,138
1,50,150,0,0,0,1,3.4,2,0,20
1,50,600,0,1,0,2,3.4,2,0,51
1,50,1000,1,1,0,3,3.2,2,0,32
1,50,750,1,0,0,2,3.1,2,0,57
1,50,300,0,0,0,1,3.4,2,0,54
1,50,400,0,0,0,1,2.9,2,0,41
1,50,600,0,1,0,2,2.5,2,0,188
1,50,400,0,0,0,1,3.1,2,0,68
1,50,400,0,0,0,1,2.6,2,0,30
1,50,500,0,1,0,2,2.9,2,0,58
1,50,500,0,1,0,2,2.9,2,0,101
1,50,800,0,0,0,2,3.3,2,0,16
1,50,500,0,1,0,2,2.8,2,0,22
1,50,1500,1,1,0,3,2.6,2,0,83
1,50,1350,1,1,0,3,3.4,2,0,155
1,50,600,0,0,0,2,3.4,2,0,40
1,50,750,1,1,0,2,3.7,5,2,30
1,50,200,0,1,0,1,3.5,5,2,30
1,50,500,0,1,0,2,3.5,5,2,84
1,50,1250,0,1,0,3,3.7,5,2,21
1,50,400,0,1,0,1,3.9,5,2,22
1,50,300,0,0,0,1,3.6,5,2,57
1,50,1100,1,0,0,3,3.9,5,2,28
1,50,600,0,1,0,2,3.9,5,2,101
1,50,500,0,0,0,2,3.5,5,2,26
1,50,1600,1,0,0,3,3.7,5,2,28
1,50,500,0,0,0,2,3.6,5,2,35
1,50,700,0,0,0,2,3.7,5,2,51
1,50,950,0,1,0,2,3.5,5,2,39
1,50,300,0,0,0,1,3.5,5,2,37
1,50,700,0,0,0,2,2.3,3,4,70
1,50,200,0,1,0,1,2.3,3,4,26
1,50,450,0,0,0,1,2.4,3,4,42
1,50,2500,1,0,0,4,4.1,1,5,56
1,50,800,1,0,0,2,0.0,4,3,0
1,50,600,0,0,0,2,0.0,4,3,0
1,50,600,0,1,0,2,2.8,2,0,7
1,50,100,0,0,0,1,2.8,2,0,9
1,50,700,0,0,0,2,3.1,2,0,33
1,50,600,0,0,0,2,0.0,4,3,0
1,50,250,0,0,0,1,0.0,4,3,1
1,50,300,0,0,0,1,0.0,4,3,0
1,50,600,0,0,0,2,0.0,4,3,0
1,50,600,0,1,0,2,3.4,2,0,178
1,50,1800,1,1,0,3,4.5,0,1,1262
1,50,650,1,1,0,2,3.3,2,0,199
1,50,950,0,1,0,2,3.4,2,0,483
1,50,500,0,1,0,2,3.4,2,0,346
1,50,850,1,1,0,2,3.2,2,0,241
1,50,450,0,1,0,1,3.8,5,2,158
1,50,400,0,1,0,1,3.7,5,2,92
1,50,400,0,1,0,1,3.6,5,2,115
1,50,300,0,1,0,1,3.9,5,2,94
1,50,800,0,1,0,2,3.5,5,2,118
1,50,300,0,1,0,1,3.8,5,2,48
1,50,800,1,1,0,2,3.6,5,2,321
1,50,2000,1,1,0,4,4.0,1,5,429
1,50,1100,1,1,0,3,4.1,1,5,344
1,50,700,0,1,0,2,4.1,1,5,103
1,50,500,0,1,0,2,4.2,1,5,67
1,50,500,0,1,0,2,4.2,1,5,112
1,50,700,0,1,0,2,4.0,1,5,157
1,50,500,0,0,0,2,3.0,2,0,8
1,50,400,0,0,0,1,3.3,2,0,21
1,50,700,0,1,0,2,2.7,2,0,39
1,50,450,0,0,0,1,3.2,2,0,27
1,50,300,0,0,0,1,3.2,2,0,10
1,50,1000,0,0,0,3,3.4,2,0,16
1,50,700,0,1,0,2,3.4,2,0,20
1,50,1000,0,1,0,3,2.8,2,0,80
1,50,600,0,1,0,2,2.8,2,0,42
1,50,600,0,1,0,2,3.7,5,2,49
1,50,300,0,1,0,1,3.7,5,2,65
1,50,550,0,1,0,2,3.7,5,2,52
1,50,250,0,1,0,1,3.7,5,2,58
1,50,200,0,1,0,1,3.7,5,2,25
1,50,300,0,0,0,1,3.7,5,2,50
1,50,600,0,1,0,2,3.7,5,2,125
1,50,150,0,0,0,1,3.5,5,2,26
1,50,500,0,1,0,2,3.7,5,2,23
1,50,600,0,0,0,2,3.8,5,2,23
1,50,500,0,0,0,2,0.0,4,3,1
1,50,800,0,0,0,2,0.0,4,3,1
1,50,250,0,0,0,1,0.0,4,3,3
1,50,250,0,0,0,1,0.0,4,3,2
1,50,550,0,0,0,2,2.4,3,4,38
1,50,1100,0,0,0,3,4.3,1,5,62
1,50,1500,1,1,0,3,4.0,1,5,32
1,50,600,0,1,0,2,4.0,1,5,101
1,50,750,0,1,0,2,4.0,1,5,34
1,50,400,0,1,0,1,4.0,1,5,53
1,50,250,0,0,0,1,3.1,2,0,10
1,50,500,0,0,0,2,3.1,2,0,5
1,50,600,0,1,0,2,3.2,2,0,12
1,50,400,0,0,0,1,3.0,2,0,4
1,50,500,0,1,0,2,2.7,2,0,7
1,50,700,0,1,0,2,3.1,2,0,35
1,50,650,0,1,0,2,3.4,2,0,117
1,50,700,0,1,0,2,3.4,2,0,67
1,50,200,0,0,0,1,3.3,2,0,26
1,50,400,0,0,0,1,3.0,2,0,33
1,50,500,0,0,0,2,3.3,2,0,59
1,50,600,0,0,0,2,2.6,2,0,11
1,50,1200,0,1,0,3,3.4,2,0,21
1,50,300,0,1,0,1,3.2,2,0,15
1,50,850,0,1,0,2,3.6,5,2,41
1,50,650,0,1,0,2,3.9,5,2,67
1,50,300,0,1,0,1,2.2,3,4,41
1,50,700,0,1,0,2,4.0,1,5,27
1,50,2500,1,0,0,4,3.3,2,0,57
1,50,2400,1,0,0,4,3.0,2,0,17
1,50,2000,1,0,0,4,3.2,2,0,52
1,50,2500,1,0,0,4,3.0,2,0,4
1,50,1500,1,0,0,3,2.7,2,0,19
1,50,800,1,0,0,2,3.0,2,0,6
1,50,1600,1,0,0,3,3.0,2,0,10
1,50,3000,0,0,0,4,3.2,2,0,17
1,50,2500,1,0,0,4,3.6,5,2,94
1,50,650,0,0,0,2,3.3,2,0,96
1,50,3000,1,0,0,4,3.9,5,2,272
1,50,3000,1,0,0,4,3.8,5,2,390
1,50,3000,1,0,0,4,3.9,5,2,394
1,50,3000,1,0,0,4,3.4,2,0,22
1,50,3000,0,0,0,4,3.7,5,2,45
1,50,2000,0,0,0,4,3.3,2,0,36
1,50,3000,0,0,0,4,3.5,5,2,27
1,50,400,0,1,0,1,3.7,5,2,16
1,50,2500,1,0,0,4,3.5,5,2,13
1,50,2500,1,0,0,4,3.8,5,2,127
1,50,700,0,0,0,2,3.1,2,0,6
1,50,2000,0,0,0,4,2.7,2,0,27
1,50,600,0,0,0,2,2.8,2,0,23
1,50,200,0,0,0,1,3.1,2,0,6
1,50,200,0,1,0,1,3.3,2,0,12
1,50,1000,0,1,0,3,2.7,2,0,7
1,50,650,0,0,0,2,2.9,2,0,13
1,50,800,1,0,0,2,3.1,2,0,11
1,50,500,0,0,0,2,3.1,2,0,17
1,50,700,0,1,0,2,3.3,2,0,7
1,50,400,0,1,0,1,3.0,2,0,10
1,50,500,0,0,0,2,3.3,2,0,10
1,50,150,0,0,0,1,2.9,2,0,4
1,50,300,0,0,0,1,0.0,4,3,2
1,50,450,0,1,1,1,0.0,4,3,2
1,50,400,0,1,0,1,0.0,4,3,3
1,50,700,0,0,0,2,0.0,4,3,3
1,50,400,0,0,0,1,0.0,4,3,3
1,50,650,0,1,0,2,0.0,4,3,2
1,50,250,0,0,0,1,0.0,4,3,0
1,50,150,0,0,0,1,0.0,4,3,0
1,50,400,0,0,0,1,0.0,4,3,1
1,50,600,0,0,0,2,0.0,4,3,1
1,50,400,0,1,0,1,0.0,4,3,1
1,50,400,0,1,0,1,3.1,2,0,82
1,50,600,0,1,0,2,3.5,5,2,302
1,50,750,0,0,0,2,3.7,5,2,276
1,50,300,0,0,0,1,0.0,4,3,0
1,50,500,0,0,0,2,2.9,2,0,7
1,50,600,0,0,0,2,2.8,2,0,8
1,50,450,0,0,0,1,3.1,2,0,10
1,50,600,0,0,0,2,3.2,2,0,31
1,50,600,0,0,0,2,2.9,2,0,5
1,50,600,0,0,0,2,3.4,2,0,87
1,50,300,0,0,0,1,3.0,2,0,4
1,50,500,0,0,0,2,3.3,2,0,35
1,50,300,0,0,0,1,3.2,2,0,25
1,50,400,0,1,0,1,3.2,2,0,44
1,50,500,0,0,0,2,3.3,2,0,27
1,50,400,0,1,0,1,2.7,2,0,14
1,50,200,0,0,0,1,2.5,2,0,11
1,50,700,0,1,0,2,3.2,2,0,11
1,50,600,0,1,0,2,3.9,5,2,43
1,50,400,0,1,0,1,3.8,5,2,127
1,50,550,0,0,0,2,3.6,5,2,60
1,50,500,0,1,0,2,3.7,5,2,51
1,50,500,1,0,0,2,3.6,5,2,45
1,50,1300,1,1,0,3,3.5,5,2,200
1,50,800,1,0,0,2,3.6,5,2,76
1,50,300,0,0,0,1,0.0,4,3,1
1,50,250,0,0,0,1,0.0,4,3,2
1,50,200,0,1,0,1,2.4,3,4,49
1,50,3500,1,0,0,4,3.8,5,2,305
1,50,4000,1,0,0,4,4.0,1,5,219
1,50,600,0,0,0,2,2.9,2,0,15
1,50,200,0,0,0,1,2.8,2,0,5
1,50,250,0,0,0,1,2.9,2,0,6
1,50,250,0,1,0,1,2.7,2,0,10
1,50,400,0,0,0,1,2.8,2,0,14
1,50,150,0,1,0,1,2.9,2,0,13
1,50,100,0,0,0,1,0.0,4,3,0
1,50,250,0,0,0,1,2.9,2,0,6
1,50,700,0,1,0,2,3.3,2,0,153
1,50,150,0,1,0,1,3.4,2,0,151
1,50,200,0,0,0,1,3.2,2,0,12
1,50,400,0,1,0,1,3.0,2,0,89
1,50,550,0,1,0,2,3.1,2,0,122
1,50,400,0,0,0,1,2.7,2,0,83
1,50,200,0,0,0,1,2.9,2,0,7
1,50,650,0,0,0,2,3.1,2,0,21
1,50,200,0,0,0,1,3.5,5,2,66
1,50,600,0,1,0,2,3.6,5,2,69
1,50,250,0,1,0,1,3.6,5,2,60
1,50,500,0,1,0,2,3.6,5,2,369
1,50,400,0,0,0,1,3.7,5,2,63
1,50,150,0,0,0,1,0.0,4,3,2
1,50,400,0,1,0,1,2.4,3,4,83
1,50,400,0,1,0,1,2.2,3,4,142
1,50,1300,1,0,0,3,3.2,2,0,36
1,51,800,0,0,0,3,4.6,0,1,394
1,51,1400,0,0,0,3,3.9,5,2,360
1,51,600,0,0,0,2,4.7,0,1,126
1,51,500,0,0,0,2,4.1,1,5,290
1,51,1400,0,0,0,3,4.2,1,5,110
1,51,750,0,0,0,3,4.1,1,5,304
1,51,1300,0,0,0,3,4.4,1,5,129
1,51,1650,0,0,0,4,4.4,1,5,222
1,51,500,0,0,0,2,4.1,1,5,124
1,51,500,0,0,0,2,4.0,1,5,28
1,51,1500,0,0,0,4,4.9,0,1,774
1,51,800,0,0,0,3,3.6,5,2,327
1,51,300,0,0,0,1,3.6,5,2,142
1,51,400,0,0,0,2,4.1,1,5,377
1,51,500,0,0,0,2,4.2,1,5,99
1,51,500,0,0,0,2,4.1,1,5,25
1,51,850,0,0,0,3,4.1,1,5,179
1,51,600,0,0,0,2,4.3,1,5,369
1,51,1000,0,0,0,3,4.0,1,5,256
1,51,700,0,0,0,2,4.3,1,5,233
1,51,700,0,0,0,2,4.3,1,5,96
1,54,1500,1,1,0,3,4.3,1,5,3374
1,54,1500,0,0,0,3,4.9,0,1,200
1,54,1800,1,1,0,3,4.7,0,1,1932
1,54,1500,1,0,0,3,3.8,5,2,144
1,54,1800,0,1,0,3,4.6,0,1,2553
1,54,700,1,1,0,2,4.0,1,5,682
1,54,1900,1,0,0,3,4.3,1,5,860
1,54,1500,0,0,0,3,4.9,0,1,5434
1,54,600,0,0,0,2,4.8,0,1,1023
1,54,1400,0,0,0,3,4.2,1,5,79
1,54,1200,1,0,0,3,4.2,1,5,221
1,54,2000,1,1,0,4,4.4,1,5,2218
1,54,1200,1,0,0,3,4.1,1,5,594
1,54,1100,1,0,0,3,4.1,1,5,1431
1,54,1800,0,1,0,3,4.2,1,5,1859
1,54,500,0,0,0,2,4.7,0,1,344
1,54,1100,0,1,0,3,3.9,5,2,616
1,54,1400,1,0,0,3,4.1,1,5,571
1,55,1300,0,0,0,3,3.7,5,2,238
1,55,850,0,0,0,3,4.1,1,5,100
1,55,250,0,0,0,1,4.1,1,5,152
1,55,1950,0,0,0,4,4.1,1,5,37
1,55,700,0,0,0,2,3.9,5,2,430
1,55,1000,0,0,0,3,4.2,1,5,304
1,55,1200,0,0,0,3,4.0,1,5,404
1,55,800,0,0,0,3,3.8,5,2,214
1,55,850,0,0,0,3,4.0,1,5,496
1,55,2000,0,0,0,4,3.8,5,2,209
1,55,1500,0,0,0,4,4.3,1,5,334
1,55,650,0,0,0,2,3.1,2,0,26
1,55,700,0,0,0,2,3.9,5,2,502
1,55,650,0,0,0,2,3.8,5,2,69
1,55,500,0,0,0,2,3.9,5,2,69
1,55,1500,0,0,0,4,4.0,1,5,413
1,55,400,0,0,0,2,4.3,1,5,87
1,55,1100,0,0,0,3,4.1,1,5,181
1,55,500,0,0,0,2,4.3,1,5,171
1,55,800,0,0,0,3,4.0,1,5,341
1,58,750,0,1,0,2,4.7,0,1,1469
1,58,1650,0,0,0,3,3.9,5,2,676
1,58,1400,0,1,0,3,4.0,1,5,582
1,58,750,0,1,0,2,4.4,1,5,389
1,58,1300,0,1,0,3,4.4,1,5,843
1,58,1000,0,0,0,3,4.0,1,5,212
1,58,1600,0,0,0,3,4.3,1,5,1478
1,58,1500,0,0,0,3,3.9,5,2,67
1,58,1000,0,1,0,3,4.2,1,5,633
1,58,1800,0,0,0,3,4.0,1,5,916
1,58,2300,0,0,0,4,4.5,0,1,420
1,58,2500,0,0,0,4,4.3,1,5,308
1,58,2000,0,1,0,4,4.9,0,1,322
1,58,650,0,1,0,2,4.2,1,5,198
1,58,700,0,0,0,2,4.1,1,5,148
1,58,800,0,1,0,2,4.3,1,5,798
1,58,1500,0,0,0,3,4.3,1,5,1121
1,58,1000,0,0,0,3,2.6,2,0,46
1,58,1200,0,1,0,3,3.9,5,2,310
1,58,800,0,1,0,2,3.7,5,2,112
1,61,550,0,0,0,2,3.3,2,0,148
1,61,800,0,0,0,3,3.3,2,0,51
1,61,400,0,0,0,2,3.9,5,2,97
1,61,1000,0,0,0,3,4.0,1,5,24
1,61,1500,0,0,0,4,4.0,1,5,54
1,61,600,0,0,0,2,3.5,5,2,43
1,61,0,0,0,0,1,3.6,5,2,34
1,61,500,0,0,0,2,3.9,5,2,97
1,61,500,0,0,0,2,4.1,1,5,87
1,61,1000,0,0,0,3,4.1,1,5,158
1,61,0,0,0,0,1,3.9,5,2,127
1,61,1500,0,0,0,4,3.9,5,2,86
1,61,1000,0,0,0,3,3.8,5,2,97
1,61,1500,0,0,0,4,4.3,1,5,155
1,61,350,0,0,0,2,3.4,2,0,49
1,61,850,0,0,0,3,3.6,5,2,106
